created_at,text,screen_name,source,location,followers_count,friends_count,retweet_count,language,sentiment_polarity
Tue May 01 01:44:11 +0000 2018, bRT @tvtwocom: Missing out on the latest news about TV-TWO? Re-read our announcements and other articles on TV-TWO\s Official Medium page , sachira_mr, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Sri Lanka,2243,2523,0, en, Positive
Tue May 01 01:44:12 +0000 2018, bRT @UserExperienceU: #Global #Digital #Consultancy Start-up Pt2 #Adjusted #Governance #Magic #Bullet #Futurist #IoT #BlockChain #Agile #Dev, ishibashi9116zi, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, th, Neutral
Tue May 01 01:44:13 +0000 2018, bRT @insureum_zikto: Lets take a look at what advantages #insurance agencies will enjoy with the Insureum Protocol. #blockchain\\nhttps://t.c, CarlawSSSSS, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1102,3136,0, en, Positive
Tue May 01 01:44:14 +0000 2018, bRT @reach2ratan: Iran\s Banks Banned From Dealing In Crypto Currencies https://t.co/bO37jS3Bsd\\n\\n#Cybersecurity #Fintech #Blockchain #infose, Cyber4Rat, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,301,709,0, en, Neutral
Tue May 01 01:44:14 +0000 2018, bRT @icomediagroup: Blockchain Brings Trust Into the Recruitment Equation - ICO Media Group\\n\\nhttps://t.co/wWUrMPZowZ https://t.co/rIZIlObeIF, awsomestuff1234, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ,16,2020,0, en, Neutral
Tue May 01 01:44:17 +0000 2018, bRT @lafemmeisobel: Are you in #Toronto for #EDCON? Interested in meeting an #escort who can suck an orange through a straw AND talk #ICOs a, Human8128, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, Toronto,2361,2191,0, en, Positive
Tue May 01 01:44:18 +0000 2018, bRT @appknox: 6 Ignored Realities of Cybersecurity in Smart Cities https://t.co/A5XRwerNec \\n\\n#CyberSecurity #IoT #5G #SmartCity #BigData #in, Generation5g, <a href=http://semanticearth.com rel=nofollow>Information Service Provider77</a>, Global,627,60,0, en, Positive
Tue May 01 01:44:19 +0000 2018, bDont think for one moment #love wont cause yo ass to go broke !!!!!!\\n#Blockchain, WillFuryMusic, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ��OFFICIAL,4064,4171,0, en, Neutral
Tue May 01 01:44:19 +0000 2018, bRT @Remi_Vladuceanu: Parsec Frontiers Announces Start of Token Crowdsale Opening Way to Stars Colonization \\nhttps://t.co/iUqIEp99Oq \\n#newso, FreeOfHypocrisy, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, Lisbon,1029,393,0, en, Neutral
Tue May 01 01:44:20 +0000 2018, bRT @investaco_uk: Join our presale whitelist for exclusive access to INV discounts and updates! https://t.co/i2QdNWOint\\n\\n#investa #bitcoin, crypto_fish, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, asia,4627,4680,0, en, Neutral
Tue May 01 01:44:22 +0000 2018, bI liked a @YouTube video https://t.co/g0XWFTQq0r Colorado Bitcoin Society June Talk: Universal Basic Income on the Blockchain, technoplato, <a href=http://www.google.com/ rel=nofollow>Google</a>, ,573,126,0, en, Positive
Tue May 01 01:44:23 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, zmjdxygqjex9221, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,55,0, en, Neutral
Tue May 01 01:44:23 +0000 2018, bRT @CryptoPolicecom: This week Arturs and Karolina had opportunity to participate in meetups in Zurich and Zug and attend #BlockchainSummit, funavocet, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,555,656,0, ru, Neutral
Tue May 01 01:44:24 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, 647bf254595f454, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,2703,4961,0, id, Positive
Tue May 01 01:44:25 +0000 2018, bRT @BGXGlobal: The core of what #BGX has to offer is undoubtedly its algorithm - the most powerful of all decentralized solutions out there, SuperSuperLucky, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ������,4103,4599,0, ja, Positive
Tue May 01 01:44:26 +0000 2018, bRT @tvtwocom: Remember this @garyvee\s video on the Future of TV? https://t.co/5KJdCiqUQu // @nypost #tvrevolution #crypto #cryptocurrencie, sachira_mr, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Sri Lanka,2243,2523,0, en, Neutral
Tue May 01 01:44:28 +0000 2018, bRT @eGoldgg: You gotta check THIS out!\\nhttps://t.co/Pnx2KuozNw - the perfect place for crypto betting! \\nHuge bonuses \\nMystery Jackpot\\nU, glyderwipe, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,560,530,0, ru, Positive
Tue May 01 01:44:29 +0000 2018, bRT @helix3_health: A user can easily create a profile on their Helix Digital Twin (a platform that consolidates health information into a, johndavid1165, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1773,1369,0, en, Positive
Tue May 01 01:44:29 +0000 2018, bCardstack is a unique ecosystem for creating applications and Internet services - https://t.co/GvEvKG3G2H\\n#Crypto https://t.co/htfPTBkTrH, distinctivefork, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Whiskey Tango Foxtrot,3685,1649,0, id, Positive
Tue May 01 01:44:30 +0000 2018, bAll about Blockchain and Crypto domain names https://t.co/oj9rr2s3Hw, DawhahDomains, <a href=http://twitter.com/#!/download/ipad rel=nofollow>Twitter for iPad</a>, ,1235,4923,0, en, Neutral
Tue May 01 01:44:33 +0000 2018, bRT @bethereumteam: We\ve successfully sold-out our #presale and are launching something exciting for our loyal supporters!\\nCan you guess wh, baja_johnlloyd, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,18,42,0, en, Positive
Tue May 01 01:44:34 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, leeannkoming4, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,21,0, en, Neutral
Tue May 01 01:44:35 +0000 2018, bRT @brianrandall763: Insertech Company Count [#Infographics]\\n\\n#AI #ArtificialIntelligence #ML #MachineLearning #DL #DeepLearning #BigData #, RJLAyalaWilt, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Buenos Aires. Argentina.,5577,6116,0, es, Neutral
Tue May 01 01:44:36 +0000 2018, b#AIRDROPNEOCHAIN\\n\\nNEOChain Airdrop\\n\\nhttps://t.co/vy5oCDC4Ki\\n\\n500 Neochain Tokens\\n\\nhttps://t.co/vy5oCDC4Ki https://t.co/WLIcXU4wLd, bucurtraian1, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Cyprus,1369,4990,0, en, Neutral
Tue May 01 01:44:36 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, abtokomap, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ����������������,3807,4574,0, ru, Positive
Tue May 01 01:44:37 +0000 2018, bRT @INSPEM_COM: Join ICO: https://t.co/ZKyAZ6cqDk \\nBlockcain based artificial intelligence that able to recognize faces and objects using s, upstagemadelein, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,574,433,0, ru, Negative
Tue May 01 01:44:38 +0000 2018, bRT @PeerMountain: Peer Mountain Team says hi from the Blockshow in London!\\n\\n#blockshow #conference #crypto #blockchain #identity #trust #et, ciabattapurchas, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,557,851,0, ru, Neutral
Tue May 01 01:44:38 +0000 2018, bThe New Social Network Kuende Adopts #Blockchain to Create Real-Life Experiences https://t.co/n2irrUZ652, cryptFund, <a href=http://taktook.fr rel=nofollow>zappierlike</a>, New York,42,126,0, fr, Positive
Tue May 01 01:44:39 +0000 2018, bRT @Etherjoy1: 5 Million Airdrop Just few clicks worth $5 reward! \\nClick: https://t.co/puSCbl0VSK     \\n500 Ejoys sent to your ETH address, onyenobi_sunday, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, Nigeria,3818,4883,0, en, Positive
Tue May 01 01:44:39 +0000 2018, bRT @CryptoTickets: Our latest update is up! https://t.co/82Vtnr9cyr #blockchain #cryptotickets #smartickets #ticketingsystem #eventticketin, ratedICO, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,2432,4899,0, en, Positive
Tue May 01 01:44:10 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, sirois2924, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, pt, Neutral
Tue May 01 01:44:41 +0000 2018, bRT @SteveRichFXCorp: #Breaking #SteveRichFXCorp #News Alert : https://t.co/UUGvxAIMYh is now live! Latest News and Updates on Cryptocurrenc, RichCNX_, <a href=http://www.richfxm.com/ rel=nofollow>RichFXMNewsAPP</a>, ,454,26,0, en, Positive
Tue May 01 01:44:41 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, Presecon3, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,8,47,0, en-gb, Positive
Tue May 01 01:44:42 +0000 2018, bRT @BTCTN: PR: Roger Ver Joins Blockchain Accelerator BlockChainWarehouse https://t.co/yAoeTNongq #Bitcoin https://t.co/hMWif1vD5B, avamjkzhwillia3, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,146,1348,0, en-gb, Neutral
Tue May 01 01:44:42 +0000 2018, b{{title}} by gravity-protocol #blockchain #crypto #cryptocurrency #bitcoin #gravityprotocol  https://t.co/DX5BJbYNEV, SteemBotBeta, <a href=https://github.com/RagePeanut rel=nofollow>Steem Twitter Bot Beta</a>, ,2,1,0, fr, Neutral
Tue May 01 01:44:45 +0000 2018, bRT @justinsuntron: Livestream with Taiwan legislator and #blockchain advocate Jason Hsu @augama will take place tonight at 9pm PST. Link co, georgia6172tg, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, ru, Neutral
Tue May 01 01:44:45 +0000 2018, bRT @AmandaLorenzani: interesting predictions here about the potential of @eidoo_io https://t.co/pqUY2sJAU2 #edo #coinbase #wallet #crypto #, melynda83766599, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,21,0, en, Positive
Tue May 01 01:44:46 +0000 2018, bRT @UserExperienceU: #Getting into #User #Experience Part 2 #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/wxMdKo5rat https://t.co, lubamonclova5, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,21,0, en, Neutral
Tue May 01 01:44:47 +0000 2018, bRT @Fisher85M: US Tech Trends {Infographic}\\n\\n#CyberSecurity #MachineLearning #AI #DevOps #Analytics #CIO #IoT #BigData #VR #ML @Fisher85M #, commonsuppliz, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,13185,14172,0, ja, Neutral
Tue May 01 01:44:48 +0000 2018, bRT @Cubomania_ICO: Cubomania token pre-sale is now LIVE! \\n\\nEarly birds will get up to 50% bonus tokens! The number of bonus tokens is LIMIT, psarahzzz2, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,2,84,0, en, Positive
Tue May 01 01:44:49 +0000 2018, bRT @bethereumteam: We\re going to open the #Bethereum core framework to third-party #Developers and #Businesses! \\nRead about becoming an a, baja_johnlloyd, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,18,42,0, en, Positive
Tue May 01 01:44:50 +0000 2018, b#AIRDROPNEOCHAIN\\n\\nNEOChain Airdrop\\n\\nhttps://t.co/CLKeKehNbh\\n\\n500 Neochain Tokens\\n\\nhttps://t.co/CLKeKehNbh https://t.co/2RbHraW4p8, aishamary7, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Malta,721,1454,0, ro, Neutral
Tue May 01 01:44:51 +0000 2018, bIot And Blockchain Could Stop Package Bombers - Shared from https://t.co/tCgS0rSKDL. [https://t.co/Ft8Uz9qkBs] https://t.co/yybaIoI6za, america_active, <a href=http://semanticearth.com/ rel=nofollow>Infomation Service Provider42</a>, Global,371,77,0, en, Neutral
Tue May 01 01:44:53 +0000 2018, bRT @CoinAirdropsAll: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop\\nNew Airdrop #Stox \\n\\nStox - The Blockchain Predicti, CoinAirdropsAll, <a href=https://mobile.twitter.com rel=nofollow>Mobile Web (M2)</a>, Blockchain,142,116,0, en, Neutral
Tue May 01 01:44:54 +0000 2018, bRT @remytproject: The remittance market plays a vital role in the economic growth and livelihoods of people across the world.\\n\\nOur ICO sta, StrikerEuroka, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ind,1100,1456,0, id, Positive
Tue May 01 01:44:56 +0000 2018, bRT @tvtwocom:  CAUTION  No-one from TV-TWO will EVER ask for your wallet address or payment details on a public forum. https://t.co/jKV, sachira_mr, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Sri Lanka,2243,2523,0, en, Neutral
Tue May 01 01:44:56 +0000 2018, bRT @FRESCO_NETWORK: FRESCO is the fastest growing telegram community globally in the last 24 hours! \\n\\nhttps://t.co/SNjkG2ZZcp\\n\\nJoin the g, FcoinWt, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ,54,313,0, en, Neutral
Tue May 01 01:44:58 +0000 2018, bRT @bethereumteam: Join the hundred\s of early-contributors! \\nOur #presale is less than 400 #ETH left from selling out: https://t.co, baja_johnlloyd, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,18,42,0, en, Negative
Tue May 01 01:45:00 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, klop33s, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,2054,4435,0, en, Positive
Tue May 01 01:45:01 +0000 2018, bRT @LibertyLanceoff: Only two days left in the Future Blockchain Summit 2018 held in Dubai hosted by the Smart Dubai. Meet the LibertyLance, JanakaWa84, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, kadawatha -- [sri lanka],188,499,0, en, Positive
Tue May 01 01:45:02 +0000 2018, bEJOY airdrop https://t.co/9f8qDa7LMq, sundy399, <a href=http://twitter.com/#!/download/ipad rel=nofollow>Twitter for iPad</a>, ,37,156,0, ja, Neutral
Tue May 01 01:45:03 +0000 2018, b#Blockchain #technology offers several key value propositions for the creative economy via @wef \\n#machinelearning https://t.co/1kLCH8CMur, InsightBrief, <a href=http://www.oktopost.com rel=nofollow>Oktopost</a>, London,29222,22264,0, en-gb, Positive
Tue May 01 01:45:03 +0000 2018, bgood https://t.co/VjzcAtghNL, nguyenphuoc1420, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,291,514,0, vi, Positive
Tue May 01 01:45:04 +0000 2018, bRT @AmandaLorenzani: interesting predictions here about the potential of @eidoo_io https://t.co/pqUY2sJAU2 #edo #coinbase #wallet #crypto #, fischer1196, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, fr, Positive
Tue May 01 01:45:04 +0000 2018, bRT @ProjectShivom: Project Shivom partners with @SimplyVitalHQ to advance the formation of a Global Healthcare Blockchain Alliance.The part, Kelisha_HiJump, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ������������������������,1573,604,0, ru, Neutral
Tue May 01 01:45:05 +0000 2018, bRT @TheCryptoTimes_: The potential to make money last year from Crypto was pretty unreal. \\n#bitcoin #BTC #Blockchain #cryptocurrency https:, SamoyWalters, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Jamaica,631,792,0, en, Positive
Tue May 01 01:45:05 +0000 2018, b#AIRDROPNEOCHAIN\\n\\nNEOChain Airdrop\\n\\nhttps://t.co/tOGM4uK1hw\\n\\n500 Neochain Tokens\\n\\nhttps://t.co/tOGM4uK1hw https://t.co/V00vzolsH2, tonyhaze11, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Cyprus,385,1330,0, en, Neutral
Tue May 01 01:45:06 +0000 2018, bRT @bethereumteam: Click the link and vote for #Bethereum! \\nhttps://t.co/4qurfZ09Zj\\n#crypto #voteBTHR #reviewBTHR #Blockchain #Bitcoin #Et, baja_johnlloyd, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,18,42,0, en, Neutral
Tue May 01 01:45:07 +0000 2018, bCovee uses blockchain to allow experts worldwide to collaborate https://t.co/SepoGMCV6j, Aussie_thought, <a href=http://mystreetdigital.azurewebsites.net rel=nofollow>StreetDigital</a>, ,185,244,0, en, Neutral
Tue May 01 01:45:08 +0000 2018, bRT @hashcard: Important Security Update\\nhttps://t.co/hYGFxXvTbt \\n\\n#hashcard #icos  #ico  #bitcoin #cryptocurrency  #blockchain #blockchain, djekixxxxx, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Kiev,2546,1288,0, en, Positive
Tue May 01 01:45:09 +0000 2018, bRT @SKYFchain: We would like to visit Malaysia in May. We are searching for people to help us to make it happen there. Please send an email, JustSinBaby, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ��������,1519,538,0, ru, Neutral
Tue May 01 01:45:11 +0000 2018, bRT @Merculet_io: Its finally here! Ivans keynote speech of Launch a New Era of Internet is gonna kick off tomorrow (5/1) at 3:30pm in L, maksim_kretov, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ����������������,7770,7868,0, ru, Positive
Tue May 01 01:45:12 +0000 2018, bRT @XiWATT: Big news coming out of the UK.. Renewables are taking over!\\n\\nhttps://t.co/MTmLwSNuF0\\n\\n#Crypto #Blockchain #Altcoins #ICO #PreIC, JustinDane5, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, United States,2310,4941,0, en, Neutral
Tue May 01 01:45:13 +0000 2018, bRT @bethereumteam: If you\re raising money for a #Blockchain project better do it using a #SmartContract. We are!  - Thanks for publishing, baja_johnlloyd, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,18,42,0, en, Positive
Tue May 01 01:45:14 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, hohensinner2245, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:45:14 +0000 2018, bOpportunity for a HUGE profit!\\n\\nRegister in Binance and Buy It! \\n\\nhttps://t.co/XRDLnCK42k       \\n\\n#Coinmarketcap https://t.co/NRBpTGT8oA, Tomm_Shelby, <a href=https://www.binance.com/?ref=11292701 rel=nofollow>BinanceBEST024</a>, ,61496,36029,0, pt, Positive
Tue May 01 01:45:20 +0000 2018, bRT @traderPHccex: Great to attend more of these events when we can get to NYC! #Urbit https://t.co/9zL2f9daud\\n\\n#nyc #ico #cryptocurrency #b, Johnbrocker18, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,188,5001,0, en, Positive
Tue May 01 01:45:22 +0000 2018, bRT @justinsuntron: BitcoinWorld will be running for #TronSR! @bitcoinworldinc is a blockchain-based Internet finance company that provides, macmillin7871tt, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1,0,0, en, Neutral
Tue May 01 01:45:22 +0000 2018, bRT @UHIVEsocial: For Marketeers trying to get the most out of their budgets.\\nImagine purchasing your space next to a high trafficking commu, sexy_linkgirls, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Japan,5950,5963,0, vi, Positive
Tue May 01 01:45:22 +0000 2018, bRT @bethereumteam: We\ve attracted a lot of first time #Crypto contributors. \\nMessages like these are truly humbling and we\re glad to hav, baja_johnlloyd, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,18,42,0, en, Positive
Tue May 01 01:45:22 +0000 2018, bRT @CallsFreeCalls: Crypto hedge fund Pantera CEO: Bitcoin will highly likely exceed $20k within a year #ico #blockchain #tokensale https, lewis36985, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,2060,1965,0, en, Neutral
Tue May 01 01:45:25 +0000 2018, bEnd Fake News\\nClairety AI is a free social media rating agency designed to empower consumers in the marketplace of https://t.co/cw2PRHgigi, EvgeniyRomeyko, <a href=https://icoreward.com rel=nofollow>track application</a>, 15SfF6sfge1gi5gsdW9d3r3DhLN3DNi6y 8  0x3E621FDCFb246c9A5C20e91eeB3857DA001Acf8F,4061,4996,0, ru, Negative
Tue May 01 01:45:27 +0000 2018, bRT @UHIVEsocial: Read more about UHIVE and the $HVE coin on @Medium!\\n\\nhttps://t.co/M0Lx15HF6v\\n\\n#UHIVE #therevolution #jointhehive #new #coo, bestbingo26, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1305,288,0, en, Positive
Tue May 01 01:45:28 +0000 2018, bAndra Capital Launches First Tokenized Late-Stage Technology Growth Fund on the Blockchain Set to Raise One Billion https://t.co/7BeJQdUCFv, bishokuseikatsu, <a href=http://www.bishoku-seikatsu.com rel=nofollow>������������������, ,1718,305,0, ja, Positive
Tue May 01 01:45:32 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, lorribrinkmann7, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,29,0, en, Neutral
Tue May 01 01:45:32 +0000 2018, bRT @Dustin_Byington: Keep an eye on Abacus! \\n\\nThey are building foundational technology that is needed to rapidly scale smart contract ecos, capcitycrypto, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ATX,248,552,0, en, Positive
Tue May 01 01:45:33 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, abrahamas461, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1034,2699,0, en, Positive
Tue May 01 01:45:33 +0000 2018, bRT @sharpay_io: Dar friends! There are thoughts of our CEO Anton Solodikov about the blockchain technology and its role in https://t.co/B3T, scientistsgalet, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,540,839,0, ru, Neutral
Tue May 01 01:45:34 +0000 2018, bRT @UserExperienceU: #IoT #Ecosystems require #Ontologies of your #Products and #Services #Futurist #IoT #BlockChain #Agile #DevOps  https:, hohensinner2245, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:45:35 +0000 2018, bRT @UserExperienceU: #Global #Digital #Consultancy Start-up Pt2 #Adjusted #Governance #Magic #Bullet #Futurist #IoT #BlockChain #Agile #Dev, jaclynwathen5, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,29,0, en, Neutral
Tue May 01 01:45:37 +0000 2018, bRT @Dustin_Byington: Keep an eye on Abacus! \\n\\nThey are building foundational technology that is needed to rapidly scale smart contract ecos, TexasTxCoin, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,78,284,0, en, Positive
Tue May 01 01:45:37 +0000 2018, bBlockchain-Powered Betting Platform Selected to Pitch at Ice Totally Gaming (link: https://t.co/IzpaZx6xB8) https://t.co/MTUtexknHH, edidot4, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, Borneo,167,408,0, en-gb, Positive
Tue May 01 01:45:37 +0000 2018, bRT @alvinfoo: Here are 6 Advantages of #BlockChain via @PwC @MikeQuindazzi \\n\\n#AI #DL #Fintech #IoT\\n@terence_mills @helene_wpli @MHiesboeck, TheRudinGroup, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, New York City,15631,15025,0, en, Neutral
Tue May 01 01:45:39 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, gabriellemeln10, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,50,0, en, Neutral
Tue May 01 01:45:41 +0000 2018, bRT @insureum_zikto: Lets take a look at what advantages #insurance agencies will enjoy with the Insureum Protocol. #blockchain\\nhttps://t.c, Lanaviiii, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Kazakhstan,6621,6633,0, ru, Positive
Tue May 01 01:45:43 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, 7CYNgf3It8nV1Gc, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,50,0, en, Positive
Tue May 01 01:45:44 +0000 2018, bRT @CherrioPlatform: [15 DAYS LEFT] Don\t miss out our Public Presale on May 15. Register to our WHITELIST: https://t.co/WllDMMhNVh\\n\\nRemem, vitalijurcenko7, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,801,262,0, ru, Negative
Tue May 01 01:50:59 +0000 2018, bRT @AmandaLorenzani: interesting predictions here about the potential of @eidoo_io https://t.co/pqUY2sJAU2 #edo #coinbase #wallet #crypto #, neelyphilippe18, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,50,0, en, Positive
Tue May 01 01:51:00 +0000 2018, bBanking Giant ING Is Quietly Becoming a Serious Blockchain Innovator-Good news for this new industry  https://t.co/rUCrnPUzZl via @CoinDesk, bulldogholmes, <a href=http://twitter.com/#!/download/ipad rel=nofollow>Twitter for iPad</a>, san antonio,2760,936,0, en, Positive
Tue May 01 01:51:00 +0000 2018, bRT @BGXGlobal: There won\t be a need to rush or line up if you sign up for the #BGX whitelist early! Don\t let the Pre-Sale catch you by su, samsi_ozawa, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Indonesia,1210,2912,0, id, Positive
Tue May 01 01:51:01 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, ywlyohgnuct4001, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,0,0, en, Neutral
Tue May 01 01:51:02 +0000 2018, bRT @Airdrop_Alarm: Swachhcoin Airdrop || 123 $SCX worth $5\\n\\nBlockchain integrated with coming of age technologies like IoT &amp; adaptive intel, gymnasiumpiston, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,559,887,0, ru, Positive
Tue May 01 01:51:03 +0000 2018, b 4NEW #AIRDROP #ICO #ETH #BTC \\n\\n Tokenizing electricity on blockchain\\n Complete social tasks for up to 14 KWA https://t.co/JlxF6e6YIa, CryptoQL, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Ukraine,245,1,0, en, Positive
Tue May 01 01:51:04 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, JuliaJanah, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1179,2515,0, en, Positive
Tue May 01 01:51:06 +0000 2018, b#ico #sonder  #snrtoken\\n#Sonder Project was developed to overcome the main barriers to full integration of blockcha https://t.co/UrNO2SLo3z, dulmini_ayesha, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,9349,10259,0, en, Positive
Tue May 01 01:51:07 +0000 2018, bBlockchain Start-up Joins Access India Programme https://t.co/q32vk2uXEU #bitcoin #hodl, ohiobitcoin, <a href=http://ohiobitcoin.com rel=nofollow>Ohio Bitcoin 2014</a>, Moon,20013,5530,0, en, Neutral
